X,Y,TOWNNAME,LONGITUDE,LATITUDE,ISCENTER,icon_url
15.5926015471587,-10.1451813441291,Kienha,15.5927,-10.1451,Subdistrict,./0.png
15.0828834181645,-14.8830401317226,Kapelongo,15.0830,-14.8830,Subdistrict,./0.png
14.2168840978406,-9.28302922988094,Zenza do Itombe,14.2170,-9.2830,Subdistrict,./0.png
21.4328953837977,-18.0170495750659,Mucusso,21.4330,-18.0170,Subdistrict,./0.png
21.7998999130049,-9.50003199663642,Chiluage,21.8000,-9.5000,Subdistrict,./0.png
17.2168890684873,-12.2670360956642,Chipeta,17.2170,-12.2670,Subdistrict,./0.png
16.9585150850824,-7.6398028197339,Cinguengue,16.9586,-7.6398,Subdistrict,./0.png
17.3328892058118,-12.517036634759,Cambendua,17.3330,-12.5170,Subdistrict,./0.png
13.4998835056194,-6.36702350070928,Lufiko,13.5000,-6.3670,Subdistrict,./0.png
14.7328837754361,-12.7330359418252,Ebanga,14.7330,-12.7330,Subdistrict,./0.png
14.0498843695681,-7.21702525007486,Mabaia,14.0500,-7.2170,Subdistrict,./0.png
15.3168870370978,-6.50002416711211,Kamatambo,15.3170,-6.5000,Subdistrict,./0.png
18.9168939900959,-8.33302874259337,Kamaxilo,18.9170,-8.3330,Subdistrict,./0.png
13.9234831381783,-16.5023614743283,Otchinjau,13.9236,-16.5023,Subdistrict,./0.png
16.0998860571874,-13.8000385821165,Galangue,16.1000,-13.8000,Subdistrict,./0.png
15.1998832341315,-15.6500416201167,Mulondo,15.2000,-15.6500,Subdistrict,./0.png
22.999900360289,-17.3830490974532,Luiana,23.0000,-17.3830,Subdistrict,./0.png
23.5329033289502,-11.0000357550659,Kaianda,23.5330,-11.0000,Subdistrict,./0.png
19.1328940260154,-9.78303178926616,Xinge,19.1330,-9.7830,Subdistrict,./0.png
16.1998873479868,-11.3170338380475,Kalucinga,16.2000,-11.3170,Subdistrict,./0.png
23.4669027998414,-12.1170381520891,Kalunda,23.4670,-12.1170,Subdistrict,./0.png
20.132895143115,-12.6670380681907,Lutuai ou Muangai,20.1330,-12.6670,Subdistrict,./0.png
21.2168985080682,-9.90003267574295,Murieje,21.2170,-9.9000,Subdistrict,./0.png
16.6328876529516,-12.7330367635671,Kangote,16.6330,-12.7330,Subdistrict,./0.png
15.4668852056577,-12.8500364851112,Kalenga,15.4670,-12.8500,Subdistrict,./0.png
15.5498856466559,-12.2330353441389,Alto - Uama,15.5500,-12.2330,Subdistrict,./0.png
14.0498845600646,-6.41702372063613,Kiende,14.0500,-6.4170,Subdistrict,./0.png
14.6328846647693,-10.033030795242,Munenga,14.6330,-10.0330,Subdistrict,./0.png
14.6454055337207,-10.4652396217114,Ndala Kachibo,14.6455,-10.4652,Subdistrict,./0.png
15.5498862165924,-10.8170326262627,Lonhe,15.5500,-10.8170,Subdistrict,./0.png
18.482890690722,-14.6000412513083,Longa,18.4830,-14.6000,Subdistrict,./0.png
15.0998846847536,-12.3500353776397,Ussoke,15.1000,-12.3500,Subdistrict,./0.png
15.5890237027206,-9.66973442173008,Pungo-Andongo,15.5891,-9.6697,Subdistrict,./0.png
20.8998956845848,-15.2330436545814,Kutuile,20.9000,-15.2330,Subdistrict,./0.png
22.3356905606353,-11.2277938563332,Lago-Dilolo,22.3358,-11.2278,Subdistrict,./0.png
15.6498860934051,-11.650034267465,Hengue,15.6500,-11.6500,Subdistrict,./0.png
12.8168792540143,-14.2170377632908,Chingo,12.8170,-14.2170,Subdistrict,./0.png
15.9693429736271,-15.3757675107101,Lukene,15.9695,-15.3757,Subdistrict,./0.png
15.5998858400495,-12.0170349514377,Luvemba,15.6000,-12.0170,Subdistrict,./0.png
15.7328848990581,-14.6000399265228,Dongo,15.7330,-14.6000,Subdistrict,./0.png
15.8907041412573,-16.5447166634284,Evale,15.8908,-16.5447,Subdistrict,./0.png
13.8558810427685,-14.702039170599,Hoque,13.8560,-14.7020,Subdistrict,./0.png
21.9668999518636,-10.5830343600503,Kassai-Sul,21.9670,-10.5830,Subdistrict,./0.png
13.8328836462646,-8.31702728106735,Kikabo,13.8330,-8.3170,Subdistrict,./0.png
16.5998882406773,-11.1330336300376,Kassumbe,16.6000,-11.1330,Subdistrict,./0.png
15.2328852287431,-11.7000341968087,Pambangala,15.2330,-11.7000,Subdistrict,./0.png
14.049884207114,-7.83302642428898,Zala,14.0500,-7.8330,Subdistrict,./0.png
16.4998866065671,-14.3670398563762,Kutato,16.5000,-14.3670,Subdistrict,./0.png
13.7328819073551,-12.4670350074269,Biopio,13.7330,-12.4670,Subdistrict,./0.png
15.4168848485838,-13.4000375064861,Katata,15.4170,-13.4000,Subdistrict,./0.png
15.7328878868161,-6.41702409647278,Kuilo Futa,15.7330,-6.4170,Subdistrict,./0.png
17.5498909845546,-8.8170293459683,Milando,17.5500,-8.8170,Subdistrict,./0.png
